# light_sources
name,description,wavelength_nm
my_488,https://this_is_a_url/a_laser_at_488,488
my_561,https://this_is_a_url/a_laser_at_561,561

# power_meters
name,manufacturer,model
my_Thorlabs_pm,Thorlabs,PM100D-S170C
my_Coherent_pm,Coherent,USB-PowerMax Pro Fast

# acquisition_datetime
"2024-07-16T00:00:00,000"

# input_data
## power_measurements
acquisition_datetime,light_source,power_meter,measuring_location,power_set_point,power_mw,integration_time_seconds
"2024-07-16T19:41:30,000",my_561,my_Thorlabs_pm,OBJECTIVE_FOCAL,0.3,3.5600000000000005,0.01
"2024-07-16T19:41:40,000",my_561,my_Thorlabs_pm,OBJECTIVE_FOCAL,0.4,4.5999999999999996,0.01
"2024-07-16T19:41:50,000",my_561,my_Thorlabs_pm,OBJECTIVE_FOCAL,0.5,5.4500000000000002,0.01
"2024-07-16T19:42:00,000",my_561,my_Thorlabs_pm,OBJECTIVE_FOCAL,0.6,6.5600000000000005,0.01
"2024-07-16T19:42:10,000",my_561,my_Thorlabs_pm,OBJECTIVE_FOCAL,0.7,7.5999999999999996,0.01
"2024-07-16T19:42:20,000",my_561,my_Thorlabs_pm,OBJECTIVE_FOCAL,0.8,8.4500000000000002,0.01
"2024-07-16T19:42:30,000",my_561,my_Thorlabs_pm,OBJECTIVE_FOCAL,0.9,9.5600000000000005,0.01
"2024-07-16T19:42:40,000",my_561,my_Thorlabs_pm,OBJECTIVE_FOCAL,1.0,10.2199999999999998,0.01

"2024-07-16T20:20:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.01
"2024-07-16T20:20:31,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.01
"2024-07-16T20:20:32,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.01
"2024-07-16T20:20:33,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.01
"2024-07-16T20:20:34,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.01
"2024-07-16T20:20:35,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.01
"2024-07-16T20:20:36,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.01
"2024-07-16T20:20:37,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.01
"2024-07-16T20:20:38,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.01
"2024-07-16T20:20:39,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.01
"2024-07-16T20:20:40,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.01
"2024-07-16T20:20:41,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.01

"2024-07-16T20:20:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.1
"2024-07-16T20:21:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.1
"2024-07-16T20:22:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.1
"2024-07-16T20:23:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.1
"2024-07-16T20:24:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.1
"2024-07-16T20:25:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.1
"2024-07-16T20:26:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.1
"2024-07-16T20:27:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.1
"2024-07-16T20:28:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.1
"2024-07-16T20:29:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.1
"2024-07-16T20:30:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.1
"2024-07-16T20:31:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.1

"2024-07-16T20:41:00,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.0,0.0,0.01
"2024-07-16T20:41:10,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.1,1.5999999999999996,0.01
"2024-07-16T20:41:20,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.2,2.4500000000000002,0.01
"2024-07-16T20:41:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.3,3.5600000000000005,0.01
"2024-07-16T20:41:40,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.4,4.5999999999999996,0.01
"2024-07-16T20:41:50,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.5,5.4500000000000002,0.01
"2024-07-16T20:42:00,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.6,6.5600000000000005,0.01
"2024-07-16T20:42:10,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.7,7.5999999999999996,0.01
"2024-07-16T20:42:20,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.8,8.4500000000000002,0.01
"2024-07-16T20:42:30,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,0.9,9.5600000000000005,0.01
"2024-07-16T20:42:40,000",my_488,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,10.2199999999999998,0.01

"2024-07-16T20:20:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.01
"2024-07-16T20:20:31,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.01
"2024-07-16T20:20:32,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.01
"2024-07-16T20:20:33,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.01
"2024-07-16T20:20:34,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.01
"2024-07-16T20:20:35,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.01
"2024-07-16T20:20:36,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.01
"2024-07-16T20:20:37,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.01
"2024-07-16T20:20:38,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.01
"2024-07-16T20:20:39,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.01
"2024-07-16T20:20:40,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.01
"2024-07-16T20:20:41,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.01

"2024-07-16T20:20:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.1
"2024-07-16T20:21:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.1
"2024-07-16T20:22:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.1
"2024-07-16T20:23:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.1
"2024-07-16T20:24:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.1
"2024-07-16T20:25:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.1
"2024-07-16T20:26:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.1
"2024-07-16T20:27:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.1
"2024-07-16T20:28:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.1199999999999992,0.1
"2024-07-16T20:29:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,9.1199999999999992,0.1
"2024-07-16T20:30:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.3399999999999999,0.1
"2024-07-16T20:31:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,8.5600000000000005,0.1

"2024-07-16T20:41:00,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.0,0.0,0.01
"2024-07-16T20:41:10,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.1,1.5999999999999996,0.01
"2024-07-16T20:41:20,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.2,2.4500000000000002,0.01
"2024-07-16T20:41:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.3,3.5600000000000005,0.01
"2024-07-16T20:41:40,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.4,4.5999999999999996,0.01
"2024-07-16T20:41:50,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.5,5.4500000000000002,0.01
"2024-07-16T20:42:00,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.6,6.5600000000000005,0.01
"2024-07-16T20:42:10,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.7,7.5999999999999996,0.01
"2024-07-16T20:42:20,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.8,8.4500000000000002,0.01
"2024-07-16T20:42:30,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,0.9,9.5600000000000005,0.01
"2024-07-16T20:42:40,000",my_561,my_Coherent_pm,OBJECTIVE_FOCAL,1.0,10.2199999999999998,0.01

"2024-07-16T21:20:30,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,28.1199999999999992,0.01
"2024-07-16T21:20:31,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,29.1199999999999992,0.01
"2024-07-16T21:20:32,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,28.3399999999999999,0.01
"2024-07-16T21:20:33,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,28.5600000000000005,0.01
"2024-07-16T21:20:34,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,28.1199999999999992,0.01
"2024-07-16T21:20:35,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,29.1199999999999992,0.01
"2024-07-16T21:20:36,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,28.3399999999999999,0.01
"2024-07-16T21:20:37,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,28.5600000000000005,0.01
"2024-07-16T21:20:38,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,28.1199999999999992,0.01
"2024-07-16T21:20:39,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,29.1199999999999992,0.01
"2024-07-16T21:20:40,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,28.3399999999999999,0.01
"2024-07-16T21:20:41,000",my_488,my_Coherent_pm,SOURCE_EXIT,1.0,28.5600000000000005,0.01

"2024-07-16T21:20:30,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,28.1199999999999992,0.01
"2024-07-16T21:20:31,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,29.1199999999999992,0.01
"2024-07-16T21:20:32,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,28.3399999999999999,0.01
"2024-07-16T21:20:33,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,28.5600000000000005,0.01
"2024-07-16T21:20:34,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,28.1199999999999992,0.01
"2024-07-16T21:20:35,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,29.1199999999999992,0.01
"2024-07-16T21:20:36,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,28.3399999999999999,0.01
"2024-07-16T21:20:37,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,28.5600000000000005,0.01
"2024-07-16T21:20:38,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,28.1199999999999992,0.01
"2024-07-16T21:20:39,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,29.1199999999999992,0.01
"2024-07-16T21:20:40,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,28.3399999999999999,0.01
"2024-07-16T21:20:41,000",my_561,my_Coherent_pm,SOURCE_EXIT,1.0,28.5600000000000005,0.01

